t,state,grounded,bean_x,bean_y,bean_z,bean_vx,bean_vy,bean_vz,bean_pitch,bean_roll,pelvis_x,pelvis_y,pelvis_z,pelvis_speed,foot_l_speed,foot_r_speed,hand_r_z,head_z
0.0072,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.63,-1.02,98.11,0.27,0.95,1.15,97.81,98.59
0.0153,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.63,-1.02,98.11,0.73,1.06,1.33,97.81,98.58
0.0241,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.63,-1.02,98.10,1.73,1.49,1.72,97.80,98.57
0.0314,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.63,-1.02,98.10,0.90,1.09,1.14,97.81,98.58
0.0392,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.64,-1.02,98.11,0.91,1.03,1.14,97.81,98.58
0.0469,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.64,-1.01,98.11,0.98,1.02,1.14,97.81,98.58
0.0548,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.64,-1.01,98.11,1.07,1.00,1.13,97.81,98.58
0.0626,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.64,-1.01,98.11,1.17,1.09,1.19,97.81,98.58
0.0704,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.64,-1.01,98.11,1.07,1.02,1.09,97.81,98.58
0.0780,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.64,-1.01,98.11,1.08,1.07,1.13,97.81,98.58
0.0852,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.63,-1.01,98.11,0.78,1.04,1.01,97.81,98.59
0.0927,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.63,-1.01,98.11,0.78,1.01,1.05,97.81,98.59
0.1008,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.63,-1.02,98.11,1.21,1.18,1.28,97.81,98.58
0.1086,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.63,-1.02,98.11,1.32,1.23,1.25,97.81,98.58
0.1158,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.63,-1.02,98.11,0.94,1.12,0.99,97.81,98.59
0.1237,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.62,-1.02,98.11,1.21,1.12,1.08,97.81,98.58
0.1311,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.62,-1.02,98.11,1.03,1.13,0.98,97.81,98.59
0.1385,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.61,-1.02,98.11,1.04,1.13,1.02,97.81,98.59
0.1458,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.61,-1.02,98.11,0.91,1.09,0.92,97.81,98.59
0.1531,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.61,-1.02,98.11,0.95,1.11,0.99,97.81,98.59
0.1608,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.60,-1.03,98.11,1.15,1.19,1.13,97.81,98.59
0.1684,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.60,-1.03,98.11,1.28,1.25,1.14,97.81,98.58
0.1756,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.59,-1.03,98.11,1.02,1.14,0.89,97.81,98.59
0.1831,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.58,-1.03,98.11,1.18,1.13,0.96,97.81,98.59
0.1903,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.58,-1.03,98.11,1.06,1.13,0.84,97.81,98.59
0.1980,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.57,-1.04,98.11,1.37,1.21,1.04,97.81,98.59
0.2057,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.56,-1.04,98.11,1.46,1.25,1.04,97.81,98.58
0.2130,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.56,-1.04,98.11,1.42,1.23,0.94,97.81,98.59
0.2207,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.55,-1.05,98.11,1.52,1.18,0.86,97.81,98.58
0.2280,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.54,-1.05,98.11,1.47,1.23,0.87,97.81,98.59
0.2353,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.53,-1.05,98.11,1.46,1.19,0.78,97.81,98.59
0.2423,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.53,-1.06,98.11,1.37,1.21,0.82,97.81,98.59
0.2495,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.52,-1.06,98.11,1.36,1.16,0.75,97.81,98.59
0.2574,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.51,-1.06,98.11,1.87,1.40,1.17,97.81,98.58
0.2649,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.50,-1.07,98.11,1.71,1.32,0.95,97.81,98.58
0.2736,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.49,-1.07,98.10,2.64,1.67,1.47,97.80,98.57
0.2810,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.48,-1.08,98.10,2.22,1.49,0.92,97.80,98.58
0.2887,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.47,-1.08,98.10,2.27,1.41,0.93,97.80,98.58
0.2959,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.46,-1.09,98.11,2.14,1.55,0.99,97.81,98.59
0.3031,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.45,-1.09,98.11,1.99,1.39,0.88,97.81,98.59
0.3104,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.44,-1.10,98.11,2.00,1.38,0.87,97.81,98.59
0.3184,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.43,-1.10,98.11,2.30,1.54,1.15,97.81,98.58
0.3273,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.42,-1.11,98.10,3.18,1.95,1.71,97.79,98.57
0.3348,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.41,-1.11,98.10,2.62,1.67,1.03,97.80,98.58
0.3424,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.40,-1.12,98.10,2.53,1.59,1.06,97.80,98.58
0.3495,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.39,-1.12,98.11,2.32,1.61,1.06,97.81,98.59
0.3563,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.37,-1.13,98.12,2.01,1.56,1.01,97.81,98.59
0.3631,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.36,-1.13,98.12,1.80,1.37,0.76,97.82,98.60
0.3699,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.35,-1.14,98.12,1.70,1.33,0.71,97.82,98.60
0.3764,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.34,-1.14,98.12,1.61,1.31,0.74,97.82,98.60
0.3831,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.33,-1.14,98.12,1.55,1.27,0.75,97.82,98.60
0.3898,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.32,-1.15,98.12,1.57,1.28,0.86,97.82,98.60
0.3964,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.31,-1.15,98.12,1.48,1.24,0.80,97.81,98.60
0.4033,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.30,-1.16,98.12,1.54,1.29,0.95,97.81,98.59
0.4105,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.29,-1.17,98.11,1.50,1.33,1.03,97.81,98.59
0.4172,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.28,-1.17,98.11,1.41,1.19,0.66,97.81,98.59
