t,state,grounded,bean_x,bean_y,bean_z,bean_vx,bean_vy,bean_vz,bean_pitch,bean_roll,pelvis_x,pelvis_y,pelvis_z,pelvis_speed,foot_l_speed,foot_r_speed,hand_r_z,head_z
0.0081,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.12,-3.69,1.71,0.48,0.89,1.04,1.41,2.20
0.0168,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.12,-3.69,1.70,0.72,1.11,1.31,1.41,2.19
0.0262,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.11,-3.69,1.69,1.73,1.72,1.93,1.40,2.18
0.0342,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.10,-3.69,1.69,0.72,0.98,0.95,1.40,2.19
0.0422,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.09,-3.70,1.70,0.67,1.09,1.07,1.41,2.19
0.0497,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.10,-3.70,1.71,0.69,1.25,1.23,1.42,2.20
0.0578,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.10,-3.70,1.71,0.38,0.87,0.92,1.42,2.20
0.0650,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.11,-3.71,1.72,0.09,0.90,0.89,1.42,2.21
0.0723,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.13,-3.72,1.72,0.32,0.84,0.87,1.43,2.21
0.0798,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.14,-3.73,1.72,0.59,0.93,0.99,1.43,2.21
0.0870,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.16,-3.74,1.72,0.49,0.77,0.79,1.43,2.22
0.0945,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.18,-3.75,1.72,0.69,0.93,1.00,1.43,2.22
0.1018,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.20,-3.76,1.73,0.46,0.79,0.82,1.43,2.22
0.1088,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.22,-3.77,1.73,0.53,0.74,0.70,1.44,2.22
0.1158,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.24,-3.78,1.73,0.61,0.71,0.69,1.44,2.23
0.1232,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.26,-3.79,1.73,0.79,0.97,1.01,1.44,2.23
0.1302,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.28,-3.80,1.74,0.48,0.76,0.78,1.44,2.23
0.1376,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.29,-3.81,1.74,0.59,0.83,0.86,1.44,2.23
0.1453,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.30,-3.81,1.73,0.54,0.95,1.07,1.44,2.22
0.1527,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.31,-3.82,1.73,0.49,0.77,0.78,1.44,2.23
0.1601,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.31,-3.82,1.73,0.34,0.63,0.58,1.44,2.23
0.1678,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.31,-3.82,1.73,0.71,0.72,0.73,1.44,2.23
0.1748,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.30,-3.82,1.74,0.60,0.67,0.44,1.44,2.23
0.1821,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.30,-3.82,1.74,0.60,0.58,0.50,1.44,2.23
0.1899,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.29,-3.83,1.73,1.10,0.85,0.90,1.44,2.23
0.1978,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.27,-3.82,1.73,1.26,0.92,1.05,1.43,2.22
0.2055,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.24,-3.82,1.73,1.31,0.68,0.66,1.43,2.22
0.2131,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.22,-3.82,1.72,1.30,0.57,0.39,1.43,2.22
0.2216,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.18,-3.81,1.72,1.92,0.90,0.96,1.42,2.21
0.2293,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.15,-3.81,1.72,1.74,0.65,0.38,1.42,2.21
0.2372,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.11,-3.80,1.72,1.83,0.62,0.38,1.42,2.21
0.2455,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,858.07,-3.80,1.71,2.08,0.70,0.62,1.42,2.20
