t,state,grounded,bean_x,bean_y,bean_z,bean_vx,bean_vy,bean_vz,bean_pitch,bean_roll,pelvis_x,pelvis_y,pelvis_z,pelvis_speed,foot_l_speed,foot_r_speed,hand_r_z,head_z
0.0068,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.25,0.04,98.64,0.33,0.50,0.61,98.36,99.14
0.0139,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.25,0.04,98.64,0.58,0.59,0.76,98.36,99.14
0.0206,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.25,0.05,98.64,0.32,0.41,0.60,98.36,99.14
0.0271,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.25,0.05,98.64,0.30,0.50,0.60,98.36,99.14
0.0349,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.25,0.05,98.63,1.29,1.26,1.41,98.36,99.13
0.0420,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.25,0.05,98.63,0.60,0.62,0.87,98.35,99.13
0.0491,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.25,0.05,98.63,0.66,0.53,0.68,98.35,99.13
0.0569,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.25,0.05,98.63,1.13,0.95,1.12,98.35,99.13
0.0638,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.25,0.05,98.63,0.77,0.53,0.54,98.35,99.13
0.0705,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.25,0.05,98.64,0.86,0.88,0.87,98.36,99.14
0.0773,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.24,0.05,98.64,0.71,0.65,0.70,98.36,99.14
0.0843,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.24,0.05,98.64,0.85,0.64,0.72,98.36,99.14
