t,state,grounded,bean_x,bean_y,bean_z,bean_vx,bean_vy,bean_vz,bean_pitch,bean_roll,pelvis_x,pelvis_y,pelvis_z,pelvis_speed,foot_l_speed,foot_r_speed,hand_r_z,head_z
0.0076,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.45,0.06,98.66,0.28,0.46,0.62,98.38,99.16
0.0165,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.46,0.06,98.65,1.17,1.15,1.35,98.37,99.15
0.0254,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.46,0.06,98.64,1.02,1.14,1.46,98.36,99.14
0.0336,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.46,0.07,98.64,0.64,0.56,0.71,98.37,99.15
0.0420,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.46,0.07,98.65,0.71,0.57,0.72,98.37,99.15
0.0501,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.46,0.07,98.65,0.67,0.58,0.70,98.37,99.15
0.0586,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.46,0.07,98.65,0.88,0.67,0.83,98.37,99.15
0.0667,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.46,0.07,98.65,0.72,0.55,0.63,98.37,99.15
0.0745,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.46,0.07,98.66,0.67,0.68,0.71,98.38,99.16
0.0836,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.45,0.07,98.65,1.42,1.20,1.34,98.37,99.15
0.0920,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.45,0.07,98.65,0.96,0.75,0.92,98.37,99.15
0.0998,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.45,0.07,98.65,0.88,0.78,0.72,98.37,99.15
0.1078,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.44,0.07,98.66,0.85,0.68,0.68,98.38,99.15
