t,state,grounded,bean_x,bean_y,bean_z,bean_vx,bean_vy,bean_vz,bean_pitch,bean_roll,pelvis_x,pelvis_y,pelvis_z,pelvis_speed,foot_l_speed,foot_r_speed,hand_r_z,head_z
0.0070,Idle,0,850.03,-0.01,131.01,0.15,-0.15,-1.88,0.00,0.00,850.14,-0.53,59.99,22.12,61.48,96.26,59.84,60.49
0.0148,Idle,0,850.03,-0.01,131.00,0.16,-0.14,-2.00,0.00,0.00,850.14,-0.52,59.98,19.00,54.20,83.94,59.83,60.48
0.0232,Idle,0,850.03,-0.01,130.98,0.16,-0.12,-2.13,0.00,0.00,850.14,-0.52,59.97,17.60,50.19,78.61,59.82,60.47
0.0305,Idle,0,850.03,-0.02,130.97,0.16,-0.11,-1.93,0.00,0.00,850.14,-0.52,59.96,21.40,58.18,92.92,59.82,60.45
0.0379,Idle,0,850.03,-0.02,130.96,0.17,-0.09,-1.80,0.00,0.00,850.14,-0.52,59.94,20.59,56.35,88.17,59.81,60.44
0.0455,Idle,0,850.03,-0.02,130.95,0.18,-0.07,-2.00,0.00,0.00,850.14,-0.52,59.93,19.59,54.46,84.67,59.81,60.43
0.0533,Idle,0,850.03,-0.02,130.93,0.18,-0.06,-2.01,0.00,0.00,850.14,-0.52,59.92,18.89,53.04,82.89,59.80,60.42
0.0618,Idle,0,850.04,-0.02,130.92,0.19,-0.04,-2.13,0.00,0.00,850.13,-0.52,59.90,16.63,47.60,74.20,59.80,60.40
0.0697,Idle,0,850.04,-0.02,130.91,0.19,-0.02,-2.07,0.00,0.00,850.13,-0.52,59.89,18.57,51.50,81.80,59.79,60.39
0.0773,Idle,0,850.04,-0.02,130.89,0.19,-0.01,-2.02,0.00,0.00,850.13,-0.52,59.87,19.07,52.52,82.66,59.79,60.37
0.0851,Idle,0,850.04,-0.02,130.88,0.19,0.01,-2.01,0.00,0.00,850.12,-0.52,59.86,18.55,51.53,80.41,59.78,60.36
0.0921,Idle,0,850.04,-0.02,130.87,0.20,0.03,-1.81,0.00,0.00,850.12,-0.52,59.85,20.47,56.29,88.48,59.78,60.35
0.0999,Idle,0,850.04,-0.02,130.86,0.20,0.04,-1.77,0.00,0.00,850.12,-0.52,59.84,17.46,49.63,76.81,59.78,60.34
0.1075,Idle,0,850.05,-0.02,130.84,0.20,0.06,-1.91,0.00,0.00,850.11,-0.53,59.83,18.03,50.58,79.57,59.77,60.33
0.1148,Idle,0,850.05,-0.02,130.83,0.20,0.08,-1.85,0.00,0.00,850.11,-0.53,59.82,19.18,52.90,83.56,59.77,60.31
0.1222,Idle,0,850.05,-0.02,130.82,0.20,0.09,-1.85,0.00,0.00,850.11,-0.53,59.80,18.57,51.37,80.35,59.76,60.30
0.1295,Idle,0,850.05,-0.01,130.81,0.20,0.11,-1.84,0.00,0.00,850.11,-0.53,59.79,18.26,50.61,79.21,59.76,60.29
0.1373,Idle,0,850.05,-0.01,130.80,0.20,0.12,-1.89,0.00,0.00,850.11,-0.53,59.78,16.84,47.40,74.07,59.75,60.28
0.1447,Idle,0,850.05,-0.01,130.79,0.20,0.14,-1.84,0.00,0.00,850.10,-0.53,59.77,17.75,49.28,77.84,59.75,60.27
0.1532,Idle,0,850.05,-0.01,130.77,0.19,0.16,-1.98,0.00,0.00,850.10,-0.54,59.75,14.91,42.59,66.26,59.74,60.25
0.1600,Idle,0,850.06,-0.01,130.76,0.19,0.17,-1.73,0.00,0.00,850.10,-0.54,59.75,19.03,52.02,83.01,59.74,60.24
0.1682,Idle,0,850.06,-0.01,130.75,0.19,0.18,-1.74,0.00,0.00,850.10,-0.55,59.73,15.19,43.23,66.86,59.73,60.23
0.1759,Idle,0,850.06,-0.01,130.74,0.18,0.20,-1.88,0.00,0.00,850.09,-0.55,59.72,15.97,44.69,70.41,59.72,60.22
0.1832,Idle,0,850.06,-0.01,130.73,0.18,0.21,-1.81,0.00,0.00,850.09,-0.56,59.71,17.00,46.87,74.08,59.71,60.21
0.1912,Idle,0,850.06,-0.00,130.71,0.17,0.22,-1.89,0.00,0.00,850.09,-0.56,59.70,14.88,41.80,65.05,59.70,60.20
0.1982,Idle,0,850.06,-0.00,130.70,0.16,0.23,-1.78,0.00,0.00,850.09,-0.56,59.69,17.36,47.36,75.14,59.69,60.18
0.2050,Idle,0,850.06,-0.00,130.69,0.16,0.24,-1.69,0.00,0.00,850.09,-0.56,59.68,17.79,48.53,76.20,59.68,60.17
0.2124,Idle,0,850.06,0.00,130.68,0.15,0.25,-1.76,0.00,0.00,850.09,-0.57,59.66,15.35,43.20,66.93,59.67,60.16
