t,state,grounded,bean_x,bean_y,bean_z,bean_vx,bean_vy,bean_vz,bean_pitch,bean_roll,pelvis_x,pelvis_y,pelvis_z,pelvis_speed,foot_l_speed,foot_r_speed,hand_r_z,head_z
0.0084,Idle,0,850.11,-0.02,118.81,-0.08,-0.26,-2.10,0.00,0.00,849.98,-0.08,47.79,17.99,50.37,78.83,47.49,48.29
0.0174,Idle,0,850.11,-0.02,118.79,-0.07,-0.27,-2.20,0.00,0.00,849.98,-0.08,47.77,16.63,47.02,73.41,47.48,48.27
0.0273,Idle,0,850.11,-0.02,118.77,-0.06,-0.28,-2.39,0.00,0.00,849.98,-0.07,47.75,14.66,41.85,65.32,47.46,48.25
0.0352,Idle,0,850.11,-0.02,118.75,-0.04,-0.29,-2.05,0.00,0.00,849.98,-0.08,47.74,19.53,52.72,84.58,47.46,48.24
0.0438,Idle,0,850.11,-0.03,118.74,-0.03,-0.30,-1.96,0.00,0.00,849.98,-0.08,47.72,17.50,48.32,75.17,47.45,48.22
0.0521,Idle,0,850.11,-0.03,118.73,-0.02,-0.31,-2.11,0.00,0.00,849.98,-0.08,47.71,17.78,49.36,77.05,47.44,48.21
0.0607,Idle,0,850.11,-0.03,118.71,-0.01,-0.31,-2.15,0.00,0.00,849.99,-0.07,47.69,16.62,47.01,73.31,47.43,48.19
0.0685,Idle,0,850.11,-0.03,118.70,0.00,-0.32,-1.94,0.00,0.00,849.99,-0.07,47.68,18.82,52.05,82.28,47.43,48.18
0.0766,Idle,0,850.11,-0.04,118.69,0.01,-0.32,-1.86,0.00,0.00,849.99,-0.07,47.67,17.33,48.73,75.99,47.42,48.17
0.0847,Idle,0,850.11,-0.04,118.67,0.03,-0.32,-2.03,0.00,0.00,849.99,-0.06,47.66,17.29,48.68,76.25,47.42,48.15
0.0933,Idle,0,850.11,-0.04,118.66,0.04,-0.32,-2.11,0.00,0.00,849.99,-0.05,47.64,15.93,45.44,71.03,47.41,48.14
0.1013,Idle,0,850.11,-0.05,118.65,0.05,-0.32,-2.05,0.00,0.00,849.99,-0.05,47.63,17.34,48.30,76.45,47.41,48.12
0.1096,Idle,0,850.11,-0.05,118.63,0.07,-0.32,-2.09,0.00,0.00,849.99,-0.05,47.61,16.28,45.65,71.42,47.40,48.11
0.1179,Idle,0,850.11,-0.05,118.62,0.08,-0.31,-2.10,0.00,0.00,849.99,-0.04,47.60,16.28,45.43,71.33,47.39,48.09
0.1258,Idle,0,850.11,-0.05,118.60,0.10,-0.31,-2.03,0.00,0.00,849.99,-0.04,47.58,17.23,47.49,74.87,47.39,48.08
0.1344,Idle,0,850.12,-0.06,118.59,0.11,-0.30,-2.12,0.00,0.00,849.99,-0.04,47.57,15.08,42.57,66.21,47.38,48.07
0.1422,Idle,0,850.12,-0.06,118.57,0.12,-0.29,-1.93,0.00,0.00,849.99,-0.04,47.56,16.99,46.97,74.40,47.38,48.05
0.1506,Idle,0,850.12,-0.06,118.56,0.14,-0.29,-1.89,0.00,0.00,849.99,-0.04,47.54,14.99,42.40,66.19,47.38,48.04
0.1590,Idle,0,850.12,-0.06,118.55,0.15,-0.28,-2.08,0.00,0.00,849.99,-0.03,47.53,14.86,42.01,66.04,47.37,48.03
0.1667,Idle,0,850.12,-0.06,118.53,0.16,-0.26,-2.00,0.00,0.00,849.98,-0.02,47.52,16.22,45.05,71.34,47.36,48.01
0.1751,Idle,0,850.12,-0.07,118.52,0.17,-0.25,-2.06,0.00,0.00,849.98,-0.02,47.50,14.57,41.14,64.15,47.35,48.00
0.1836,Idle,0,850.12,-0.07,118.50,0.18,-0.24,-2.11,0.00,0.00,849.98,-0.01,47.49,13.97,39.49,61.98,47.35,47.98
0.1915,Idle,0,850.12,-0.07,118.49,0.19,-0.22,-2.03,0.00,0.00,849.98,-0.01,47.47,15.11,41.83,66.34,47.34,47.97
0.1994,Idle,0,850.13,-0.07,118.48,0.20,-0.21,-1.99,0.00,0.00,849.97,-0.01,47.46,15.14,41.79,65.75,47.33,47.96
0.2076,Idle,0,850.13,-0.07,118.46,0.21,-0.19,-2.04,0.00,0.00,849.97,-0.01,47.44,13.82,38.80,60.58,47.32,47.94
0.2154,Idle,0,850.13,-0.08,118.45,0.22,-0.18,-1.98,0.00,0.00,849.97,-0.01,47.43,14.62,40.56,64.13,47.31,47.93
0.2265,Idle,0,850.13,-0.08,118.43,0.23,-0.15,-2.47,0.00,0.00,849.96,0.00,47.41,9.08,27.35,41.56,47.29,47.91
0.2356,Idle,0,850.13,-0.08,118.41,0.23,-0.12,-2.33,0.00,0.00,849.96,0.00,47.39,11.94,33.22,54.13,47.27,47.89
0.2437,Idle,0,850.14,-0.08,118.39,0.23,-0.10,-2.05,0.00,0.00,849.96,0.00,47.38,13.80,37.15,59.46,47.26,47.87
0.2519,Idle,0,850.14,-0.08,118.38,0.24,-0.08,-1.89,0.00,0.00,849.95,0.00,47.36,12.91,35.26,54.97,47.24,47.86
0.2605,Idle,0,850.14,-0.08,118.37,0.24,-0.06,-2.11,0.00,0.00,849.95,0.01,47.35,11.80,33.09,51.47,47.23,47.85
0.2685,Idle,0,850.14,-0.08,118.35,0.24,-0.04,-2.04,0.00,0.00,849.94,0.01,47.34,12.47,34.65,54.85,47.21,47.83
0.2769,Idle,0,850.14,-0.08,118.34,0.24,-0.02,-2.07,0.00,0.00,849.94,0.01,47.32,11.51,32.20,50.64,47.20,47.82
0.2853,Idle,0,850.15,-0.08,118.32,0.24,0.00,-2.08,0.00,0.00,849.94,0.01,47.31,11.35,31.57,49.88,47.18,47.80
0.2941,Idle,0,850.15,-0.08,118.31,0.24,0.02,-2.15,0.00,0.00,849.93,0.01,47.29,10.51,29.35,46.26,47.16,47.79
0.3018,Idle,0,850.15,-0.08,118.30,0.24,0.05,-2.00,0.00,0.00,849.93,0.01,47.28,12.26,33.28,53.10,47.14,47.77
0.3100,Idle,0,850.15,-0.08,118.28,0.24,0.07,-2.03,0.00,0.00,849.93,0.01,47.26,10.85,29.98,46.88,47.12,47.76
0.3182,Idle,0,850.15,-0.08,118.27,0.23,0.09,-2.04,0.00,0.00,849.93,0.01,47.25,10.58,29.26,46.09,47.10,47.75
0.3265,Idle,0,850.16,-0.08,118.25,0.23,0.11,-2.06,0.00,0.00,849.92,0.01,47.23,10.18,28.13,44.47,47.07,47.73
0.3354,Idle,0,850.16,-0.08,118.24,0.22,0.13,-2.16,0.00,0.00,849.92,0.01,47.22,9.23,25.55,40.29,47.05,47.72
0.3436,Idle,0,850.16,-0.08,118.22,0.21,0.15,-2.09,0.00,0.00,849.92,0.01,47.20,9.97,27.04,43.14,47.03,47.70
0.3521,Idle,0,850.16,-0.07,118.21,0.21,0.17,-2.13,0.00,0.00,849.92,0.01,47.19,9.22,25.18,39.68,47.00,47.68
0.3606,Idle,0,850.16,-0.07,118.19,0.20,0.19,-2.23,0.00,0.00,849.92,0.00,47.17,8.67,24.27,38.32,46.96,47.66
0.3683,Idle,0,850.16,-0.07,118.18,0.18,0.21,-2.02,0.00,0.00,849.92,0.00,47.16,9.44,26.16,41.67,46.95,47.65
0.3770,Idle,0,850.17,-0.07,118.16,0.17,0.23,-1.99,0.00,0.00,849.92,-0.00,47.15,7.77,21.97,34.50,46.94,47.64
0.3854,Idle,0,850.17,-0.07,118.15,0.15,0.25,-2.13,0.00,0.00,849.92,-0.00,47.13,7.94,21.91,34.99,46.92,47.63
0.3936,Idle,0,850.17,-0.06,118.13,0.14,0.27,-2.09,0.00,0.00,849.92,-0.00,47.12,8.09,21.89,35.04,46.90,47.61
0.4018,Idle,0,850.17,-0.06,118.12,0.12,0.29,-2.07,0.00,0.00,849.92,-0.00,47.10,8.03,21.47,34.18,46.88,47.60
0.4099,Idle,0,850.17,-0.06,118.11,0.10,0.30,-2.06,0.00,0.00,849.93,-0.00,47.09,7.73,20.65,32.76,46.86,47.59
