t,state,grounded,bean_x,bean_y,bean_z,bean_vx,bean_vy,bean_vz,bean_pitch,bean_roll,pelvis_x,pelvis_y,pelvis_z,pelvis_speed,foot_l_speed,foot_r_speed,hand_r_z,head_z
0.0068,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.03,0.24,98.72,0.56,0.63,0.79,98.43,99.22
0.0143,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.03,0.25,98.72,1.26,1.19,1.36,98.43,99.21
0.0224,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.03,0.25,98.71,1.40,1.33,1.62,98.42,99.21
0.0286,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.03,0.25,98.72,1.06,1.22,1.07,98.43,99.21
0.0350,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.03,0.25,98.72,1.02,1.27,1.29,98.43,99.22
0.0417,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.03,0.25,98.73,0.52,0.68,0.75,98.44,99.22
0.0485,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.03,0.25,98.73,0.70,0.74,0.81,98.44,99.22
0.0554,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.03,0.25,98.72,0.69,0.82,0.94,98.43,99.22
0.0625,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.03,0.25,98.72,1.02,0.97,1.08,98.43,99.22
0.0692,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.02,0.26,98.72,0.64,0.68,0.67,98.43,99.22
0.0760,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.02,0.26,98.72,0.67,0.69,0.67,98.43,99.22
0.0824,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.02,0.26,98.72,0.59,0.73,0.67,98.43,99.22
0.0890,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.02,0.26,98.73,0.60,0.71,0.67,98.44,99.22
0.0957,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.01,0.26,98.73,0.76,0.80,0.79,98.43,99.22
0.1025,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.01,0.26,98.72,0.71,0.78,0.75,98.43,99.22
0.1091,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.01,0.26,98.72,0.76,0.78,0.69,98.43,99.22
0.1160,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.00,0.26,98.72,1.06,0.95,0.91,98.43,99.22
0.1228,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,852.00,0.26,98.72,0.92,0.84,0.68,98.43,99.22
0.1295,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.99,0.26,98.72,1.01,0.85,0.69,98.43,99.22
0.1366,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.99,0.26,98.72,1.31,1.01,0.91,98.43,99.22
0.1430,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.98,0.26,98.72,1.13,0.94,0.63,98.43,99.22
0.1496,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.98,0.26,98.73,1.10,0.89,0.66,98.43,99.22
0.1562,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.97,0.26,98.73,1.10,0.88,0.64,98.44,99.22
0.1624,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.97,0.26,98.73,0.99,0.90,0.63,98.44,99.23
0.1686,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.96,0.26,98.73,0.94,0.86,0.59,98.44,99.23
0.1751,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.96,0.26,98.73,1.13,0.96,0.77,98.44,99.23
0.1817,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.95,0.25,98.73,1.09,0.95,0.74,98.44,99.22
0.1883,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.94,0.25,98.72,1.26,0.98,0.78,98.43,99.22
0.1956,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.94,0.25,98.72,1.58,1.22,1.14,98.43,99.22
0.2026,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.93,0.25,98.72,1.64,1.05,0.84,98.43,99.22
0.2091,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.92,0.25,98.72,1.58,1.04,0.57,98.43,99.22
0.2155,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.91,0.25,98.73,1.53,1.11,0.78,98.43,99.22
0.2220,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.91,0.25,98.73,1.48,0.96,0.58,98.44,99.23
0.2284,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.90,0.24,98.73,1.47,0.94,0.54,98.44,99.23
0.2349,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.89,0.24,98.73,1.55,1.00,0.65,98.44,99.22
0.2412,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.89,0.24,98.73,1.44,0.95,0.47,98.44,99.23
0.2477,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.88,0.24,98.73,1.55,0.97,0.60,98.44,99.22
0.2541,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.87,0.24,98.73,1.48,0.95,0.45,98.44,99.22
0.2607,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.86,0.23,98.73,1.61,0.98,0.60,98.43,99.22
0.2671,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.85,0.23,98.73,1.56,0.97,0.45,98.43,99.22
0.2734,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.85,0.23,98.73,1.57,0.96,0.47,98.44,99.23
0.2799,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.84,0.23,98.73,1.66,1.00,0.56,98.44,99.22
0.2867,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.83,0.23,98.73,1.76,1.07,0.69,98.43,99.22
0.2931,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.82,0.22,98.73,1.77,1.03,0.53,98.43,99.22
0.2994,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.81,0.22,98.73,1.73,1.03,0.48,98.43,99.22
0.3057,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.80,0.22,98.73,1.70,1.02,0.47,98.44,99.23
0.3117,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.79,0.22,98.73,1.64,1.04,0.48,98.44,99.23
0.3182,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.79,0.21,98.73,1.79,1.08,0.62,98.44,99.23
0.3247,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.78,0.21,98.73,1.80,1.10,0.64,98.43,99.23
0.3311,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.77,0.21,98.73,1.82,1.05,0.53,98.43,99.23
0.3380,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.76,0.20,98.72,2.12,1.25,0.92,98.43,99.22
0.3439,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.75,0.20,98.73,1.90,1.22,0.58,98.43,99.23
0.3502,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.74,0.20,98.73,1.83,1.03,0.47,98.44,99.23
0.3570,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.73,0.19,98.73,2.06,1.13,0.70,98.43,99.22
0.3635,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.72,0.19,98.73,1.99,1.08,0.52,98.43,99.22
0.3699,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.71,0.19,98.73,2.00,1.03,0.44,98.43,99.22
0.3767,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.70,0.18,98.72,2.20,1.14,0.72,98.43,99.22
0.3837,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.69,0.18,98.72,2.27,1.17,0.76,98.43,99.22
0.3906,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.68,0.18,98.72,2.35,1.10,0.61,98.43,99.22
0.3988,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.67,0.17,98.71,3.04,1.73,1.58,98.42,99.21
0.4053,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.66,0.17,98.71,2.63,1.36,0.64,98.42,99.21
