t,state,grounded,bean_x,bean_y,bean_z,bean_vx,bean_vy,bean_vz,bean_pitch,bean_roll,pelvis_x,pelvis_y,pelvis_z,pelvis_speed,foot_l_speed,foot_r_speed,hand_r_z,head_z
0.0082,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.84,-0.04,98.58,0.64,1.67,1.71,98.29,99.08
0.0184,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.84,-0.04,98.57,1.97,2.26,2.35,98.28,99.06
0.0296,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.83,-0.04,98.54,2.67,2.82,3.08,98.26,99.04
0.0381,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.82,-0.03,98.55,1.67,1.96,1.85,98.27,99.05
0.0466,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.81,-0.03,98.57,1.78,2.22,2.22,98.28,99.06
0.0555,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.80,-0.03,98.58,1.23,1.60,1.60,98.29,99.07
0.0647,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.79,-0.02,98.58,1.29,1.50,1.46,98.29,99.07
0.0735,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.79,-0.02,98.58,1.05,1.43,1.34,98.29,99.07
0.0833,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.78,-0.02,98.56,1.86,1.84,1.87,98.28,99.06
0.0916,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.77,-0.02,98.57,1.10,1.41,1.19,98.28,99.06
0.1006,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.76,-0.02,98.57,1.05,1.24,1.15,98.28,99.07
0.1091,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.75,-0.02,98.58,0.93,1.23,1.11,98.29,99.07
0.1180,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.75,-0.02,98.58,1.04,1.24,1.15,98.29,99.07
0.1267,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.74,-0.02,98.57,0.89,1.14,0.99,98.29,99.07
0.1356,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.73,-0.02,98.57,1.08,1.16,1.08,98.28,99.07
0.1437,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.73,-0.02,98.58,0.83,1.06,0.79,98.29,99.07
0.1524,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.72,-0.02,98.58,0.79,0.93,0.82,98.29,99.07
0.1606,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.71,-0.02,98.58,0.71,0.91,0.79,98.29,99.08
0.1699,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.71,-0.02,98.57,1.46,1.40,1.45,98.28,99.07
0.1781,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.70,-0.02,98.57,0.76,0.80,0.64,98.29,99.07
0.1869,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.70,-0.02,98.57,0.98,0.80,0.79,98.29,99.07
0.1957,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.69,-0.03,98.57,0.92,0.71,0.69,98.28,99.07
0.2042,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.68,-0.03,98.58,0.92,0.66,0.58,98.29,99.07
0.2129,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.68,-0.03,98.58,1.10,0.72,0.75,98.29,99.07
0.2204,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.67,-0.03,98.58,1.16,1.11,0.85,98.29,99.08
0.2295,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.67,-0.04,98.58,1.13,0.71,0.83,98.29,99.08
0.2379,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.67,-0.04,98.58,0.98,0.60,0.77,98.29,99.07
0.2462,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.66,-0.05,98.58,1.01,0.51,0.63,98.29,99.07
0.2547,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.66,-0.05,98.58,1.11,0.58,0.76,98.29,99.07
0.2630,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.65,-0.06,98.58,0.95,0.36,0.52,98.29,99.08
0.2718,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.65,-0.06,98.58,1.30,0.65,0.87,98.29,99.07
0.2804,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.64,-0.07,98.58,1.17,0.42,0.66,98.29,99.07
0.2886,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.64,-0.07,98.58,1.11,0.38,0.42,98.29,99.08
0.2970,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.64,-0.08,98.58,1.18,0.34,0.52,98.29,99.08
0.3055,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.63,-0.08,98.58,1.29,0.46,0.66,98.29,99.08
0.3142,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.63,-0.09,98.58,1.34,0.51,0.79,98.29,99.07
0.3220,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.62,-0.09,98.58,1.17,0.54,0.45,98.29,99.08
0.3309,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,851.62,-0.10,98.58,1.51,0.62,0.83,98.29,99.08
