t,state,grounded,bean_x,bean_y,bean_z,bean_vx,bean_vy,bean_vz,bean_pitch,bean_roll,pelvis_x,pelvis_y,pelvis_z,pelvis_speed,foot_l_speed,foot_r_speed,hand_r_z,head_z
0.0066,Idle,1,803.92,76.24,34.00,-2.17,-0.81,0.00,73.52,90.01,825.13,5.01,41.72,10.28,8.29,7.98,41.54,41.65
0.0151,Idle,1,803.90,76.23,34.00,-2.09,-0.84,-0.02,73.55,90.01,825.03,4.98,41.62,10.62,8.46,8.13,41.42,41.53
0.0242,Idle,1,803.88,76.22,34.00,-2.04,-0.77,0.00,73.58,90.01,824.94,4.96,41.50,10.73,8.67,8.45,41.30,41.40
0.0311,Idle,1,803.87,76.22,34.00,-2.00,-0.74,0.00,73.61,90.01,824.86,4.94,41.42,9.98,8.07,7.89,41.24,41.35
0.0381,Idle,1,803.85,76.22,34.00,-2.16,-0.61,0.10,73.63,90.01,824.79,4.91,41.34,9.60,7.56,7.30,41.16,41.26
0.0449,Idle,1,803.83,76.21,34.00,-2.05,-0.85,-0.01,73.66,90.01,824.73,4.89,41.27,9.12,7.22,6.92,41.09,41.19
0.0521,Idle,1,803.82,76.21,34.00,-1.96,-0.65,0.84,73.69,90.02,824.67,4.86,41.19,8.95,7.05,6.70,41.00,41.10
0.0589,Idle,1,803.80,76.20,34.00,-1.94,-0.86,-0.03,73.71,90.02,824.61,4.84,41.11,8.58,6.69,6.41,40.93,41.03
0.0658,Idle,1,803.78,76.20,34.00,-1.91,-0.54,0.81,73.73,90.01,824.55,4.81,41.03,8.50,6.44,6.12,40.85,40.95
0.0728,Idle,1,803.77,76.20,34.00,-1.68,-0.90,-0.05,73.76,90.02,824.50,4.79,40.96,8.04,6.22,5.91,40.78,40.88
0.0805,Idle,1,803.76,76.19,34.00,-1.58,-0.59,0.89,73.78,90.02,824.44,4.77,40.88,8.14,6.25,5.90,40.69,40.79
0.0876,Idle,1,803.74,76.19,34.00,-1.53,-0.79,-0.07,73.80,90.01,824.38,4.75,40.80,7.86,5.91,5.66,40.62,40.72
0.0944,Idle,1,803.73,76.18,34.01,-1.38,-0.56,0.79,73.83,90.02,824.34,4.73,40.73,7.42,5.64,5.34,40.55,40.65
0.1015,Idle,1,803.72,76.18,34.00,-1.31,-0.78,-0.10,73.84,90.01,824.29,4.71,40.66,7.17,5.27,4.99,40.47,40.57
0.1087,Idle,1,803.71,76.18,34.01,-1.13,-0.47,0.84,73.86,90.02,824.24,4.69,40.59,6.76,5.11,4.83,40.40,40.50
0.1158,Idle,1,803.70,76.17,34.01,-1.04,-0.72,-0.08,73.88,90.02,824.20,4.67,40.52,6.64,4.82,4.58,40.33,40.43
0.1236,Idle,1,803.69,76.17,34.01,-0.86,-0.33,0.92,73.90,90.02,824.15,4.66,40.44,6.47,4.83,4.58,40.25,40.35
0.1307,Idle,1,803.68,76.17,34.00,-0.70,-0.69,-0.08,73.91,90.02,824.11,4.64,40.38,6.26,4.42,4.22,40.19,40.28
0.1391,Idle,1,803.67,76.16,34.01,-0.52,-0.22,0.98,73.92,90.02,824.06,4.62,40.30,6.35,4.78,4.52,40.10,40.19
0.1461,Idle,1,803.67,76.16,34.01,-0.51,-0.49,0.00,73.93,90.02,824.02,4.60,40.23,5.89,4.18,4.03,40.05,40.15
0.1535,Idle,1,803.66,76.16,34.01,-0.32,-0.16,0.86,73.94,90.02,823.98,4.59,40.17,5.51,3.96,3.74,39.98,40.08
0.1606,Idle,1,803.65,76.16,34.01,-0.28,-0.47,-0.02,73.94,90.02,823.95,4.58,40.11,5.20,3.56,3.35,39.92,40.02
0.1678,Idle,1,803.65,76.16,34.01,-0.09,-0.09,0.85,73.95,90.02,823.92,4.57,40.05,4.77,3.29,3.08,39.86,39.96
0.1748,Idle,1,803.65,76.16,34.01,-0.00,-0.57,-0.22,73.95,90.02,823.89,4.56,40.00,4.56,2.96,2.76,39.81,39.91
0.1818,Idle,1,803.64,76.16,34.01,0.13,-0.16,0.76,73.95,90.02,823.86,4.54,39.94,4.17,2.61,2.38,39.76,39.85
0.1897,Idle,1,803.64,76.15,34.01,0.28,-0.35,-0.15,73.95,90.03,823.83,4.53,39.89,4.17,2.79,2.63,39.69,39.79
0.1969,Idle,1,803.64,76.16,34.01,0.45,0.12,0.87,73.95,90.02,823.81,4.53,39.83,3.88,2.59,2.41,39.65,39.74
0.2043,Idle,1,803.64,76.16,34.01,0.56,-0.13,-0.05,73.94,90.02,823.78,4.52,39.78,3.74,2.51,2.39,39.60,39.69
0.2121,Idle,1,803.65,76.16,34.01,0.74,0.25,0.92,73.94,90.02,823.76,4.51,39.73,3.54,2.61,2.52,39.54,39.63
0.2194,Idle,1,803.65,76.16,34.01,0.85,-0.22,-0.24,73.93,90.02,823.74,4.51,39.69,3.41,2.32,2.27,39.50,39.60
0.2268,Idle,1,803.65,76.16,34.01,1.05,0.31,0.92,73.92,90.02,823.73,4.50,39.64,3.06,2.18,2.14,39.45,39.55
0.2341,Idle,1,803.66,76.17,34.01,1.18,-0.17,-0.26,73.91,90.02,823.71,4.50,39.60,2.95,2.08,2.07,39.42,39.51
0.2410,Idle,1,803.66,76.17,34.01,1.27,0.26,0.76,73.89,90.02,823.70,4.49,39.57,2.43,1.74,1.73,39.39,39.48
0.2478,Idle,1,803.67,76.17,34.01,1.33,-0.10,0.04,73.88,90.03,823.69,4.49,39.54,2.07,1.60,1.72,39.36,39.45
0.2543,Idle,1,803.67,76.17,34.01,1.21,-0.36,-0.50,73.86,90.03,823.68,4.49,39.51,2.01,1.66,1.84,39.34,39.43
0.2612,Idle,1,803.68,76.17,34.01,1.40,0.29,0.78,73.83,90.03,823.67,4.48,39.49,1.45,1.79,2.03,39.31,39.40
0.2691,Idle,1,803.69,76.17,34.01,1.58,0.15,-0.11,73.81,90.02,823.66,4.48,39.46,1.96,2.23,2.49,39.27,39.36
0.2759,Idle,1,803.69,76.17,34.01,1.68,0.46,0.71,73.79,90.02,823.65,4.48,39.44,1.67,2.15,2.36,39.27,39.36
0.2828,Idle,1,803.70,76.18,34.01,1.75,0.10,-0.21,73.76,90.02,823.65,4.48,39.43,1.96,2.39,2.60,39.25,39.34
0.2892,Idle,1,803.71,76.18,34.01,1.84,0.48,0.71,73.74,90.02,823.65,4.48,39.41,1.72,2.50,2.71,39.25,39.34
0.2959,Idle,1,803.72,76.18,34.01,1.93,0.17,-0.16,73.71,90.02,823.65,4.48,39.41,2.23,2.77,2.95,39.24,39.33
0.3026,Idle,1,803.73,76.18,34.00,2.08,0.59,0.71,73.68,90.02,823.66,4.47,39.41,2.19,2.96,3.18,39.23,39.32
0.3094,Idle,1,803.74,76.19,34.00,2.20,0.28,-0.25,73.65,90.02,823.66,4.47,39.41,2.70,3.14,3.32,39.24,39.33
0.3170,Idle,1,803.76,76.19,34.00,2.55,0.92,0.94,73.63,90.02,823.68,4.47,39.41,2.69,3.04,3.33,39.23,39.32
0.3238,Idle,1,803.78,76.20,34.00,2.60,0.52,-0.18,73.59,90.02,823.69,4.47,39.42,2.78,3.13,3.35,39.24,39.33
0.3305,Idle,1,803.79,76.20,34.00,2.75,0.95,0.72,73.55,90.02,823.70,4.46,39.42,2.78,3.20,3.43,39.25,39.34
0.3374,Idle,1,803.81,76.21,34.00,2.89,0.78,-0.09,73.52,90.02,823.71,4.46,39.43,3.06,3.34,3.54,39.26,39.35
0.3444,Idle,1,803.83,76.21,34.00,3.14,1.15,0.80,73.48,90.02,823.73,4.46,39.45,3.19,3.25,3.52,39.27,39.36
0.3509,Idle,1,803.85,76.22,34.00,3.18,0.90,-0.03,73.44,90.02,823.74,4.46,39.46,3.33,3.38,3.59,39.29,39.38
0.3582,Idle,1,803.87,76.23,34.00,3.30,1.40,0.93,73.40,90.02,823.76,4.46,39.48,3.46,3.47,3.72,39.30,39.39
0.3652,Idle,1,803.90,76.23,34.00,3.49,1.03,-0.09,73.36,90.02,823.78,4.46,39.49,3.43,3.51,3.78,39.32,39.41
0.3724,Idle,1,803.93,76.24,34.00,3.47,1.62,0.95,73.32,90.02,823.81,4.46,39.51,3.58,3.62,3.91,39.33,39.42
0.3791,Idle,1,803.95,76.25,34.00,3.59,1.35,0.01,73.28,90.01,823.83,4.46,39.53,3.68,3.69,3.97,39.36,39.45
0.3866,Idle,1,803.98,76.26,34.00,3.65,1.35,-0.00,73.23,90.02,823.86,4.47,39.54,3.81,4.01,4.33,39.37,39.46
0.3937,Idle,1,804.00,76.27,34.00,3.71,1.38,-0.00,73.18,90.01,823.89,4.47,39.56,3.91,4.10,4.44,39.39,39.48
0.4023,Idle,1,804.04,76.28,34.00,3.72,1.38,-0.00,73.12,90.02,823.92,4.48,39.57,4.33,4.96,5.38,39.38,39.47
0.4093,Idle,1,804.06,76.29,34.00,3.77,1.41,0.00,73.08,90.01,823.95,4.49,39.58,4.43,4.97,5.35,39.41,39.50
0.4164,Idle,1,804.09,76.30,34.00,3.80,1.42,0.00,73.03,90.01,823.98,4.50,39.59,4.63,5.12,5.51,39.42,39.51
0.4235,Idle,1,804.12,76.31,34.00,3.82,1.43,0.00,72.98,90.01,824.02,4.52,39.61,4.85,5.28,5.67,39.44,39.53
0.4304,Idle,1,804.14,76.32,34.00,3.85,1.43,0.00,72.93,90.01,824.05,4.54,39.62,5.06,5.42,5.79,39.45,39.54
0.4378,Idle,1,804.17,76.33,34.00,3.85,1.43,-0.00,72.88,90.01,824.09,4.56,39.64,5.42,5.90,6.30,39.47,39.56
